kla,course,code,description
Mathematics,Mathematics Year 7,MA4-1WM,communicates and connects mathematical ideas using appropriate terminology, diagrams and symbols
Mathematics,Mathematics Year 7,MA4-2WM,applies appropriate mathematical techniques to solve problems
Mathematics,Mathematics Year 7,MA4-3WM,recognises and explains mathematical relationships using reasoning
Mathematics,Mathematics Year 7,MA4-4NA,compares, orders and calculates with integers, applying a range of strategies
Mathematics,Mathematics Year 7,MA4-5NA,operates with fractions, decimals and percentages
Mathematics,Mathematics Year 7,MA4-6NA,solves financial problems involving purchasing goods
Mathematics,Mathematics Year 7,MA4-7NA,operates with ratios and rates, and explores their graphical representation
Mathematics,Mathematics Year 7,MA4-8NA,generalises number properties to operate with algebraic expressions
Mathematics,Mathematics Year 7,MA4-9NA,operates with positive-integer and zero indices of numerical bases
Mathematics,Mathematics Year 7,MA4-10MG,uses formulas to calculate the perimeters of plane shapes and the circumferences of circles
Mathematics,Mathematics Year 7,MA4-11MG,uses formulas to calculate the areas of quadrilaterals and circles, and converts between units of area
Mathematics,Mathematics Year 7,MA4-12MG,calculates the volumes of prisms and cylinders, and converts between units of volume
Mathematics,Mathematics Year 7,MA4-14MG,identifies and uses angle relationships, including those related to transversals on sets of parallel lines
Mathematics,Mathematics Year 7,MA4-17SP,collects, represents and interprets single sets of data, using appropriate statistical displays
Mathematics,Mathematics Year 7,MA4-18SP,uses appropriate methods to collect data and constructs, interprets and evaluates data displays
Mathematics,Mathematics Year 7,MA4-19SP,calculates the probability of simple and complementary events
Mathematics,Mathematics Year 7,MA4-20SP,analyses single sets of data using measures of location, and range
Mathematics,Mathematics Year 8,MA4-1WM,communicates and connects mathematical ideas using appropriate terminology, diagrams and symbols
Mathematics,Mathematics Year 8,MA4-2WM,applies appropriate mathematical techniques to solve problems
Mathematics,Mathematics Year 8,MA4-3WM,recognises and explains mathematical relationships using reasoning
Mathematics,Mathematics Year 8,MA4-4NA,compares, orders and calculates with integers, applying a range of strategies
Mathematics,Mathematics Year 8,MA4-5NA,operates with fractions, decimals and percentages
Mathematics,Mathematics Year 8,MA4-6NA,solves financial problems involving purchasing goods
Mathematics,Mathematics Year 8,MA4-7NA,operates with ratios and rates, and explores their graphical representation
Mathematics,Mathematics Year 8,MA4-8NA,generalises number properties to operate with algebraic expressions
Mathematics,Mathematics Year 8,MA4-9NA,operates with positive-integer and zero indices of numerical bases
Mathematics,Mathematics Year 8,MA4-10MG,uses formulas to calculate the perimeters of plane shapes and the circumferences of circles
Mathematics,Mathematics Year 8,MA4-11MG,uses formulas to calculate the areas of quadrilaterals and circles, and converts between units of area
Mathematics,Mathematics Year 8,MA4-12MG,calculates the volumes of prisms and cylinders, and converts between units of volume
Mathematics,Mathematics Year 8,MA4-15MG,performs transformations on the Cartesian plane
Mathematics,Mathematics Year 8,MA4-16MG,applies Pythagoras' theorem to find unknown lengths
Mathematics,Mathematics Year 8,MA4-17SP,collects, represents and interprets single sets of data, using appropriate statistical displays
Mathematics,Mathematics Year 8,MA4-19SP,calculates the probability of simple and complementary events
Mathematics,Mathematics Year 8,MA4-20SP,analyses single sets of data using measures of location, and range
Mathematics,Mathematics Year 9,MA5.1-1WM,uses appropriate terminology, diagrams and symbols in mathematical contexts
Mathematics,Mathematics Year 9,MA5.1-2WM,selects and uses appropriate strategies to solve problems
Mathematics,Mathematics Year 9,MA5.1-3WM,provides reasoning to support conclusions that are appropriate to the context
Mathematics,Mathematics Year 9,MA5.2-1WM,selects appropriate notations and conventions to communicate mathematical ideas and solutions
Mathematics,Mathematics Year 9,MA5.2-2WM,interprets mathematical or real-life situations, systematically applying problem-solving strategies
Mathematics,Mathematics Year 9,MA5.2-3WM,constructs arguments to prove and justify results
Mathematics,Mathematics Year 9,MA5.1-4NA,solves financial problems involving earning, spending and investing money
Mathematics,Mathematics Year 9,MA5.1-5NA,operates with algebraic expressions involving positive-integer and zero indices
Mathematics,Mathematics Year 9,MA5.2-4NA,solves financial problems involving compound interest
Mathematics,Mathematics Year 9,MA5.2-5NA,recognises direct and indirect proportion, and solves problems involving direct proportion
Mathematics,Mathematics Year 9,MA5.2-6NA,simplifies algebraic fractions, and expands and factorises quadratic expressions
Mathematics,Mathematics Year 9,MA5.1-6MG,calculates the surface areas of right prisms and cylinders, and the volumes of right pyramids, cones and spheres
Mathematics,Mathematics Year 9,MA5.2-7MG,describes and applies the properties of similarity and congruence of triangles
Mathematics,Mathematics Year 9,MA5.1-7SP,uses statistical displays to compare sets of data, and evaluates statistical claims made in the media
Mathematics,Mathematics Year 9,MA5.2-15SP,calculates probabilities associated with two-step chance experiments
Mathematics,Mathematics Year 10,MA5.1-1WM,uses appropriate terminology, diagrams and symbols in mathematical contexts
Mathematics,Mathematics Year 10,MA5.1-2WM,selects and uses appropriate strategies to solve problems
Mathematics,Mathematics Year 10,MA5.1-3WM,provides reasoning to support conclusions that are appropriate to the context
Mathematics,Mathematics Year 10,MA5.2-1WM,selects appropriate notations and conventions to communicate mathematical ideas and solutions
Mathematics,Mathematics Year 10,MA5.2-2WM,interprets mathematical or real-life situations, systematically applying problem-solving strategies
Mathematics,Mathematics Year 10,MA5.2-3WM,constructs arguments to prove and justify results
Mathematics,Mathematics Year 10,MA5.3-1WM,uses and interprets formal definitions and generalisations when explaining solutions and/or conjectures
Mathematics,Mathematics Year 10,MA5.3-2WM,generalises mathematical ideas and techniques to analyse and solve problems efficiently
Mathematics,Mathematics Year 10,MA5.3-3WM,uses deductive reasoning in presenting arguments and formal proofs
Mathematics,Mathematics Year 10,MA5.2-4NA,solves financial problems involving compound interest
Mathematics,Mathematics Year 10,MA5.2-6NA,simplifies algebraic fractions, and expands and factorises quadratic expressions
Mathematics,Mathematics Year 10,MA5.3-4NA,draws and interprets a variety of graphs and applies coordinate geometry techniques to solve problems
Mathematics,Mathematics Year 10,MA5.3-5NA,selects and applies appropriate algebraic techniques to operate with algebraic expressions
Mathematics,Mathematics Year 10,MA5.2-11MG,applies trigonometry to solve problems, including problems involving bearings
Mathematics,Mathematics Year 10,MA5.3-13MG,applies formulas to find the surface areas of right pyramids, right cones, spheres and related composite solids
Mathematics,Mathematics Year 10,MA5.2-15SP,calculates probabilities associated with two-step chance experiments
Mathematics,Mathematics Year 10,MA5.2-16SP,investigates relationships between two statistical variables, including their relationship over time
Mathematics,Mathematics Year 10,MA5.3-19SP,uses the statistical processes of collect, display, analyse and interpret to investigate statistical claims
Mathematics,Mathematics 5.1,MA5.1-1WM,uses appropriate terminology, diagrams and symbols in mathematical contexts
Mathematics,Mathematics 5.1,MA5.1-2WM,selects and uses appropriate strategies to solve problems
Mathematics,Mathematics 5.1,MA5.1-3WM,provides reasoning to support conclusions that are appropriate to the context
Mathematics,Mathematics 5.1,MA5.1-4NA,solves financial problems involving earning, spending and investing money
Mathematics,Mathematics 5.1,MA5.1-5NA,operates with algebraic expressions involving positive-integer and zero indices
Mathematics,Mathematics 5.1,MA5.1-6MG,calculates the surface areas of right prisms and cylinders, and volumes of right pyramids, cones and spheres
Mathematics,Mathematics 5.1,MA5.1-7SP,uses statistical displays to compare sets of data, and evaluates statistical claims made in the media
Mathematics,Mathematics 5.2,MA5.2-1WM,selects appropriate notations and conventions to communicate mathematical ideas and solutions
Mathematics,Mathematics 5.2,MA5.2-2WM,interprets mathematical or real-life situations, systematically applying problem-solving strategies
Mathematics,Mathematics 5.2,MA5.2-3WM,constructs arguments to prove and justify results
Mathematics,Mathematics 5.2,MA5.2-4NA,solves financial problems involving compound interest
Mathematics,Mathematics 5.2,MA5.2-5NA,recognises direct and indirect proportion, and solves problems involving direct proportion
Mathematics,Mathematics 5.2,MA5.2-6NA,simplifies algebraic fractions, and expands and factorises quadratic expressions
Mathematics,Mathematics 5.2,MA5.2-7MG,describes and applies the properties of similarity and congruence of triangles
Mathematics,Mathematics 5.2,MA5.2-15SP,calculates probabilities associated with two-step chance experiments
Mathematics,Mathematics 5.3,MA5.3-1WM,uses and interprets formal definitions and generalisations when explaining solutions and/or conjectures
Mathematics,Mathematics 5.3,MA5.3-2WM,generalises mathematical ideas and techniques to analyse and solve problems efficiently
Mathematics,Mathematics 5.3,MA5.3-3WM,uses deductive reasoning in presenting arguments and formal proofs
Mathematics,Mathematics 5.3,MA5.3-4NA,draws and interprets a variety of graphs and applies coordinate geometry techniques to solve problems
Mathematics,Mathematics 5.3,MA5.3-5NA,selects and applies appropriate algebraic techniques to operate with algebraic expressions
Mathematics,Mathematics 5.3,MA5.3-6NA,performs operations with surds and indices
Mathematics,Mathematics 5.3,MA5.3-13MG,applies formulas to find the surface areas of right pyramids, right cones, spheres and related composite solids
Mathematics,Mathematics 5.3,MA5.3-19SP,uses the statistical processes of collect, display, analyse and interpret to investigate statistical claims
Mathematics,Mathematics Standard 1,MS11-1,uses algebraic and graphical techniques to evaluate and construct arguments in a range of familiar contexts
Mathematics,Mathematics Standard 1,MS11-2,represents information in symbolic, graphical and tabular form
Mathematics,Mathematics Standard 1,MS11-3,constructs relevant mathematical models to solve unfamiliar problems
Mathematics,Mathematics Standard 1,MS11-4,performs calculations in relation to two-dimensional and three-dimensional figures
Mathematics,Mathematics Standard 1,MS11-5,interprets the results of measurements and calculations and makes judgements about reasonableness
Mathematics,Mathematics Standard 1,MS11-6,makes predictions about everyday situations based on simple mathematical models
Mathematics,Mathematics Standard 1,MS11-7,develops and carries out simple statistical processes to answer questions posed
Mathematics,Mathematics Standard 1,MS11-8,solves probability problems involving multistage events
Mathematics,Mathematics Standard 1,MS11-9,uses appropriate technology to investigate, organise and interpret information in a range of contexts
Mathematics,Mathematics Standard 2,MS11-1,uses algebraic and graphical techniques to evaluate and construct arguments in a range of familiar contexts
Mathematics,Mathematics Standard 2,MS11-2,represents information in symbolic, graphical and tabular form
Mathematics,Mathematics Standard 2,MS11-3,constructs relevant mathematical models to solve unfamiliar problems
Mathematics,Mathematics Standard 2,MS11-4,performs calculations in relation to two-dimensional and three-dimensional figures
Mathematics,Mathematics Standard 2,MS11-5,interprets the results of measurements and calculations and makes judgements about reasonableness
Mathematics,Mathematics Standard 2,MS11-6,makes predictions about everyday situations based on simple mathematical models
Mathematics,Mathematics Standard 2,MS11-7,develops and carries out simple statistical processes to answer questions posed
Mathematics,Mathematics Standard 2,MS11-8,solves probability problems involving multistage events
Mathematics,Mathematics Standard 2,MS11-9,uses appropriate technology to investigate, organise and interpret information in a range of contexts
Mathematics,Mathematics Advanced,MA11-1,uses algebraic and graphical concepts in the modelling and solving of problems, and communicates solutions in appropriate form
Mathematics,Mathematics Advanced,MA11-2,uses the concepts of functions, inverse functions and composition of functions to model, analyse and solve problems
Mathematics,Mathematics Advanced,MA11-3,uses the concepts and techniques of trigonometry in the solution of equations and problems involving both 2D and 3D situations
Mathematics,Mathematics Advanced,MA11-4,uses the concepts and techniques of calculus to model, analyse and solve problems
Mathematics,Mathematics Advanced,MA11-5,interprets the meaning of the derivative, determines the derivative of functions and applies these to solve problems
Mathematics,Mathematics Advanced,MA11-6,manipulates, solves and models relationships and expressions using exponential, logarithmic, and trigonometric functions
Mathematics,Mathematics Advanced,MA11-7,uses statistical concepts and methods to evaluate and construct arguments in a range of familiar and unfamiliar contexts
Mathematics,Mathematics Advanced,MA11-8,solves probability problems involving multistage events and applies the concepts of conditional probability and independence
Mathematics,Mathematics Advanced,MA11-9,uses appropriate technology to investigate, organise, model and interpret information in a range of contexts
Mathematics,Mathematics Extension 1,ME11-1,uses algebraic and graphical concepts in the modelling and solving of problems, and communicates solutions in appropriate form
Mathematics,Mathematics Extension 1,ME11-2,manipulates algebraic expressions and graphical functions to solve problems
Mathematics,Mathematics Extension 1,ME11-3,applies concepts and techniques of inverse trigonometric functions and simplifying expressions involving compound angles in the solution of problems
Mathematics,Mathematics Extension 1,ME11-4,applies understanding of the concept of a derivative in the solution of problems, including rates of change, exponential growth and decay and the motion of a particle
Mathematics,Mathematics Extension 1,ME11-5,uses concepts of permutations and combinations to solve problems involving counting or ordering
Mathematics,Mathematics Extension 1,ME11-6,uses appropriate technology to investigate, organise and interpret information to solve problems in a range of contexts
Mathematics,Mathematics Extension 1,ME11-7,evaluates and justifies conclusions, communicating a position clearly in appropriate mathematical forms
Mathematics,Mathematics Extension 2,MEX12-1,understands and uses different representations of numbers and functions to model, prove results and find solutions to problems in a variety of contexts
Mathematics,Mathematics Extension 2,MEX12-2,chooses appropriate strategies to construct proofs and to find solutions to problems in a variety of contexts
Mathematics,Mathematics Extension 2,MEX12-3,uses the properties of complex numbers and vectors to model and solve problems
Mathematics,Mathematics Extension 2,MEX12-4,uses the concepts of proof, and the relationship between a function and its derivative, to model and solve problems
Mathematics,Mathematics Extension 2,MEX12-5,applies techniques of integration to solve problems in appropriate contexts
Mathematics,Mathematics Extension 2,MEX12-6,uses mechanics to model and solve practical problems
Mathematics,Mathematics Extension 2,MEX12-7,applies various mathematical techniques and concepts to model and solve structured, unstructured and multi-step problems
Mathematics,Mathematics Extension 2,MEX12-8,communicates and justifies abstract ideas and relationships using appropriate language, notation and logical argument
